DataID,PassagierId,Überlebt,Beförderungsklasse,Geschlecht,Alter,Anzahl der Geschwister oder Ehepartner,Anzahl der Eltern oder Kinder,Ticketpreis
446,447,1,2,female,13.0,0,1,19.5
447,448,1,1,male,34.0,0,0,26.55
448,449,1,3,female,5.0,2,1,19.2583
449,450,1,1,male,52.0,0,0,30.5
450,451,0,2,male,36.0,1,2,27.75
451,452,0,3,male,,1,0,19.9667
452,453,0,1,male,30.0,0,0,27.75
453,454,1,1,male,49.0,1,0,89.1042
454,455,0,3,male,,0,0,8.05
455,456,1,3,male,29.0,0,0,7.8958
456,457,0,1,male,65.0,0,0,26.55
457,458,1,1,female,,1,0,51.8625
458,459,1,2,female,50.0,0,0,10.5
459,460,0,3,male,,0,0,7.75
460,461,1,1,male,48.0,0,0,26.55
461,462,0,3,male,34.0,0,0,8.05
462,463,0,1,male,47.0,0,0,38.5
463,464,0,2,male,48.0,0,0,13.0
464,465,0,3,male,,0,0,8.05
465,466,0,3,male,38.0,0,0,7.05
466,467,0,2,male,,0,0,0.0
467,468,0,1,male,56.0,0,0,26.55
468,469,0,3,male,,0,0,7.725
469,470,1,3,female,0.75,2,1,19.2583
470,471,0,3,male,,0,0,7.25
471,472,0,3,male,38.0,0,0,8.6625
472,473,1,2,female,33.0,1,2,27.75
473,474,1,2,female,23.0,0,0,13.7917
474,475,0,3,female,22.0,0,0,9.8375
475,476,0,1,male,,0,0,52.0
476,477,0,2,male,34.0,1,0,21.0
477,478,0,3,male,29.0,1,0,7.0458
478,479,0,3,male,22.0,0,0,7.5208
479,480,1,3,female,2.0,0,1,12.2875
480,481,0,3,male,9.0,5,2,46.9
481,482,0,2,male,,0,0,0.0
482,483,0,3,male,50.0,0,0,8.05
483,484,1,3,female,63.0,0,0,9.5875
484,485,1,1,male,25.0,1,0,91.0792
485,486,0,3,female,,3,1,25.4667
486,487,1,1,female,35.0,1,0,90.0
487,488,0,1,male,58.0,0,0,29.7
488,489,0,3,male,30.0,0,0,8.05
489,490,1,3,male,9.0,1,1,15.9
490,491,0,3,male,,1,0,19.9667
491,492,0,3,male,21.0,0,0,7.25
492,493,0,1,male,55.0,0,0,30.5
493,494,0,1,male,71.0,0,0,49.5042
494,495,0,3,male,21.0,0,0,8.05
495,496,0,3,male,,0,0,14.4583
496,497,1,1,female,54.0,1,0,78.2667
497,498,0,3,male,,0,0,15.1
498,499,0,1,female,25.0,1,2,151.55
499,500,0,3,male,24.0,0,0,7.7958
500,501,0,3,male,17.0,0,0,8.6625
501,502,0,3,female,21.0,0,0,7.75
502,503,0,3,female,,0,0,7.6292
503,504,0,3,female,37.0,0,0,9.5875
504,505,1,1,female,16.0,0,0,86.5
505,506,0,1,male,18.0,1,0,108.9
506,507,1,2,female,33.0,0,2,26.0
507,508,1,1,male,,0,0,26.55
508,509,0,3,male,28.0,0,0,22.525
509,510,1,3,male,26.0,0,0,56.4958
510,511,1,3,male,29.0,0,0,7.75
511,512,0,3,male,,0,0,8.05
512,513,1,1,male,36.0,0,0,26.2875
513,514,1,1,female,54.0,1,0,59.4
514,515,0,3,male,24.0,0,0,7.4958
515,516,0,1,male,47.0,0,0,34.0208
516,517,1,2,female,34.0,0,0,10.5
517,518,0,3,male,,0,0,24.15
518,519,1,2,female,36.0,1,0,26.0
519,520,0,3,male,32.0,0,0,7.8958
520,521,1,1,female,30.0,0,0,93.5
521,522,0,3,male,22.0,0,0,7.8958
522,523,0,3,male,,0,0,7.225
523,524,1,1,female,44.0,0,1,57.9792
524,525,0,3,male,,0,0,7.2292
525,526,0,3,male,40.5,0,0,7.75
526,527,1,2,female,50.0,0,0,10.5
527,528,0,1,male,,0,0,221.7792
528,529,0,3,male,39.0,0,0,7.925
529,530,0,2,male,23.0,2,1,11.5
530,531,1,2,female,2.0,1,1,26.0
531,532,0,3,male,,0,0,7.2292
532,533,0,3,male,17.0,1,1,7.2292
533,534,1,3,female,,0,2,22.3583
534,535,0,3,female,30.0,0,0,8.6625
535,536,1,2,female,7.0,0,2,26.25
536,537,0,1,male,45.0,0,0,26.55
537,538,1,1,female,30.0,0,0,106.425
538,539,0,3,male,,0,0,14.5
539,540,1,1,female,22.0,0,2,49.5
540,541,1,1,female,36.0,0,2,71.0
541,542,0,3,female,9.0,4,2,31.275
542,543,0,3,female,11.0,4,2,31.275
543,544,1,2,male,32.0,1,0,26.0
544,545,0,1,male,50.0,1,0,106.425
545,546,0,1,male,64.0,0,0,26.0
546,547,1,2,female,19.0,1,0,26.0
547,548,1,2,male,,0,0,13.8625
548,549,0,3,male,33.0,1,1,20.525
549,550,1,2,male,8.0,1,1,36.75
550,551,1,1,male,17.0,0,2,110.8833
551,552,0,2,male,27.0,0,0,26.0
552,553,0,3,male,,0,0,7.8292
553,554,1,3,male,22.0,0,0,7.225
554,555,1,3,female,22.0,0,0,7.775
555,556,0,1,male,62.0,0,0,26.55
556,557,1,1,female,48.0,1,0,39.6
557,558,0,1,male,,0,0,227.525
558,559,1,1,female,39.0,1,1,79.65
559,560,1,3,female,36.0,1,0,17.4
560,561,0,3,male,,0,0,7.75
561,562,0,3,male,40.0,0,0,7.8958
562,563,0,2,male,28.0,0,0,13.5
563,564,0,3,male,,0,0,8.05
564,565,0,3,female,,0,0,8.05
565,566,0,3,male,24.0,2,0,24.15
566,567,0,3,male,19.0,0,0,7.8958
567,568,0,3,female,29.0,0,4,21.075
568,569,0,3,male,,0,0,7.2292
569,570,1,3,male,32.0,0,0,7.8542
570,571,1,2,male,62.0,0,0,10.5
571,572,1,1,female,53.0,2,0,51.4792
572,573,1,1,male,36.0,0,0,26.3875
573,574,1,3,female,,0,0,7.75
574,575,0,3,male,16.0,0,0,8.05
575,576,0,3,male,19.0,0,0,14.5
576,577,1,2,female,34.0,0,0,13.0
577,578,1,1,female,39.0,1,0,55.9
578,579,0,3,female,,1,0,14.4583
579,580,1,3,male,32.0,0,0,7.925
580,581,1,2,female,25.0,1,1,30.0
581,582,1,1,female,39.0,1,1,110.8833
582,583,0,2,male,54.0,0,0,26.0
583,584,0,1,male,36.0,0,0,40.125
584,585,0,3,male,,0,0,8.7125
585,586,1,1,female,18.0,0,2,79.65
586,587,0,2,male,47.0,0,0,15.0
587,588,1,1,male,60.0,1,1,79.2
588,589,0,3,male,22.0,0,0,8.05
589,590,0,3,male,,0,0,8.05
590,591,0,3,male,35.0,0,0,7.125
591,592,1,1,female,52.0,1,0,78.2667
592,593,0,3,male,47.0,0,0,7.25
593,594,0,3,female,,0,2,7.75
594,595,0,2,male,37.0,1,0,26.0
595,596,0,3,male,36.0,1,1,24.15
596,597,1,2,female,,0,0,33.0
597,598,0,3,male,49.0,0,0,0.0
598,599,0,3,male,,0,0,7.225
599,600,1,1,male,49.0,1,0,56.9292
600,601,1,2,female,24.0,2,1,27.0
601,602,0,3,male,,0,0,7.8958
602,603,0,1,male,,0,0,42.4
603,604,0,3,male,44.0,0,0,8.05
604,605,1,1,male,35.0,0,0,26.55
605,606,0,3,male,36.0,1,0,15.55
606,607,0,3,male,30.0,0,0,7.8958
607,608,1,1,male,27.0,0,0,30.5
608,609,1,2,female,22.0,1,2,41.5792
609,610,1,1,female,40.0,0,0,153.4625
610,611,0,3,female,39.0,1,5,31.275
611,612,0,3,male,,0,0,7.05
612,613,1,3,female,,1,0,15.5
613,614,0,3,male,,0,0,7.75
614,615,0,3,male,35.0,0,0,8.05
615,616,1,2,female,24.0,1,2,65.0
616,617,0,3,male,34.0,1,1,14.4
617,618,0,3,female,26.0,1,0,16.1
618,619,1,2,female,4.0,2,1,39.0
619,620,0,2,male,26.0,0,0,10.5
620,621,0,3,male,27.0,1,0,14.4542
621,622,1,1,male,42.0,1,0,52.5542
622,623,1,3,male,20.0,1,1,15.7417
623,624,0,3,male,21.0,0,0,7.8542
624,625,0,3,male,21.0,0,0,16.1
625,626,0,1,male,61.0,0,0,32.3208
626,627,0,2,male,57.0,0,0,12.35
627,628,1,1,female,21.0,0,0,77.9583
628,629,0,3,male,26.0,0,0,7.8958
629,630,0,3,male,,0,0,7.7333
630,631,1,1,male,80.0,0,0,30.0
631,632,0,3,male,51.0,0,0,7.0542
632,633,1,1,male,32.0,0,0,30.5
633,634,0,1,male,,0,0,0.0
634,635,0,3,female,9.0,3,2,27.9
635,636,1,2,female,28.0,0,0,13.0
636,637,0,3,male,32.0,0,0,7.925
637,638,0,2,male,31.0,1,1,26.25
638,639,0,3,female,41.0,0,5,39.6875
639,640,0,3,male,,1,0,16.1
640,641,0,3,male,20.0,0,0,7.8542
641,642,1,1,female,24.0,0,0,69.3
642,643,0,3,female,2.0,3,2,27.9
643,644,1,3,male,,0,0,56.4958
644,645,1,3,female,0.75,2,1,19.2583
645,646,1,1,male,48.0,1,0,76.7292
646,647,0,3,male,19.0,0,0,7.8958
647,648,1,1,male,56.0,0,0,35.5
648,649,0,3,male,,0,0,7.55
649,650,1,3,female,23.0,0,0,7.55
650,651,0,3,male,,0,0,7.8958
651,652,1,2,female,18.0,0,1,23.0
652,653,0,3,male,21.0,0,0,8.4333
653,654,1,3,female,,0,0,7.8292
654,655,0,3,female,18.0,0,0,6.75
655,656,0,2,male,24.0,2,0,73.5
656,657,0,3,male,,0,0,7.8958
657,658,0,3,female,32.0,1,1,15.5
658,659,0,2,male,23.0,0,0,13.0
659,660,0,1,male,58.0,0,2,113.275
660,661,1,1,male,50.0,2,0,133.65
661,662,0,3,male,40.0,0,0,7.225
662,663,0,1,male,47.0,0,0,25.5875
663,664,0,3,male,36.0,0,0,7.4958
664,665,1,3,male,20.0,1,0,7.925
665,666,0,2,male,32.0,2,0,73.5
666,667,0,2,male,25.0,0,0,13.0
667,668,0,3,male,,0,0,7.775
668,669,0,3,male,43.0,0,0,8.05
669,670,1,1,female,,1,0,52.0
670,671,1,2,female,40.0,1,1,39.0
671,672,0,1,male,31.0,1,0,52.0
672,673,0,2,male,70.0,0,0,10.5
673,674,1,2,male,31.0,0,0,13.0
674,675,0,2,male,,0,0,0.0
675,676,0,3,male,18.0,0,0,7.775
676,677,0,3,male,24.5,0,0,8.05
677,678,1,3,female,18.0,0,0,9.8417
678,679,0,3,female,43.0,1,6,46.9
679,680,1,1,male,36.0,0,1,512.3292
680,681,0,3,female,,0,0,8.1375
681,682,1,1,male,27.0,0,0,76.7292
682,683,0,3,male,20.0,0,0,9.225
683,684,0,3,male,14.0,5,2,46.9
684,685,0,2,male,60.0,1,1,39.0
685,686,0,2,male,25.0,1,2,41.5792
686,687,0,3,male,14.0,4,1,39.6875
687,688,0,3,male,19.0,0,0,10.1708
688,689,0,3,male,18.0,0,0,7.7958
689,690,1,1,female,15.0,0,1,211.3375
690,691,1,1,male,31.0,1,0,57.0
691,692,1,3,female,4.0,0,1,13.4167
692,693,1,3,male,,0,0,56.4958
693,694,0,3,male,25.0,0,0,7.225
694,695,0,1,male,60.0,0,0,26.55
695,696,0,2,male,52.0,0,0,13.5
696,697,0,3,male,44.0,0,0,8.05
697,698,1,3,female,,0,0,7.7333
698,699,0,1,male,49.0,1,1,110.8833
699,700,0,3,male,42.0,0,0,7.65
700,701,1,1,female,18.0,1,0,227.525
701,702,1,1,male,35.0,0,0,26.2875
702,703,0,3,female,18.0,0,1,14.4542
703,704,0,3,male,25.0,0,0,7.7417
704,705,0,3,male,26.0,1,0,7.8542
705,706,0,2,male,39.0,0,0,26.0
706,707,1,2,female,45.0,0,0,13.5
707,708,1,1,male,42.0,0,0,26.2875
708,709,1,1,female,22.0,0,0,151.55
709,710,1,3,male,,1,1,15.2458
710,711,1,1,female,24.0,0,0,49.5042
711,712,0,1,male,,0,0,26.55
712,713,1,1,male,48.0,1,0,52.0
713,714,0,3,male,29.0,0,0,9.4833
714,715,0,2,male,52.0,0,0,13.0
715,716,0,3,male,19.0,0,0,7.65
716,717,1,1,female,38.0,0,0,227.525
717,718,1,2,female,27.0,0,0,10.5
718,719,0,3,male,,0,0,15.5
719,720,0,3,male,33.0,0,0,7.775
720,721,1,2,female,6.0,0,1,33.0
721,722,0,3,male,17.0,1,0,7.0542
722,723,0,2,male,34.0,0,0,13.0
723,724,0,2,male,50.0,0,0,13.0
724,725,1,1,male,27.0,1,0,53.1
725,726,0,3,male,20.0,0,0,8.6625
726,727,1,2,female,30.0,3,0,21.0
727,728,1,3,female,,0,0,7.7375
728,729,0,2,male,25.0,1,0,26.0
729,730,0,3,female,25.0,1,0,7.925
730,731,1,1,female,29.0,0,0,211.3375
731,732,0,3,male,11.0,0,0,18.7875
732,733,0,2,male,,0,0,0.0
733,734,0,2,male,23.0,0,0,13.0
734,735,0,2,male,23.0,0,0,13.0
735,736,0,3,male,28.5,0,0,16.1
736,737,0,3,female,48.0,1,3,34.375
737,738,1,1,male,35.0,0,0,512.3292
738,739,0,3,male,,0,0,7.8958
739,740,0,3,male,,0,0,7.8958
740,741,1,1,male,,0,0,30.0
741,742,0,1,male,36.0,1,0,78.85
742,743,1,1,female,21.0,2,2,262.375
743,744,0,3,male,24.0,1,0,16.1
744,745,1,3,male,31.0,0,0,7.925
745,746,0,1,male,70.0,1,1,71.0
746,747,0,3,male,16.0,1,1,20.25
747,748,1,2,female,30.0,0,0,13.0
748,749,0,1,male,19.0,1,0,53.1
749,750,0,3,male,31.0,0,0,7.75
750,751,1,2,female,4.0,1,1,23.0
751,752,1,3,male,6.0,0,1,12.475
752,753,0,3,male,33.0,0,0,9.5
753,754,0,3,male,23.0,0,0,7.8958
754,755,1,2,female,48.0,1,2,65.0
755,756,1,2,male,0.67,1,1,14.5
756,757,0,3,male,28.0,0,0,7.7958
757,758,0,2,male,18.0,0,0,11.5
758,759,0,3,male,34.0,0,0,8.05
759,760,1,1,female,33.0,0,0,86.5
760,761,0,3,male,,0,0,14.5
761,762,0,3,male,41.0,0,0,7.125
762,763,1,3,male,20.0,0,0,7.2292
763,764,1,1,female,36.0,1,2,120.0
764,765,0,3,male,16.0,0,0,7.775
765,766,1,1,female,51.0,1,0,77.9583
766,767,0,1,male,,0,0,39.6
767,768,0,3,female,30.5,0,0,7.75
768,769,0,3,male,,1,0,24.15
769,770,0,3,male,32.0,0,0,8.3625
770,771,0,3,male,24.0,0,0,9.5
771,772,0,3,male,48.0,0,0,7.8542
772,773,0,2,female,57.0,0,0,10.5
773,774,0,3,male,,0,0,7.225
774,775,1,2,female,54.0,1,3,23.0
775,776,0,3,male,18.0,0,0,7.75
776,777,0,3,male,,0,0,7.75
777,778,1,3,female,5.0,0,0,12.475
778,779,0,3,male,,0,0,7.7375
779,780,1,1,female,43.0,0,1,211.3375
780,781,1,3,female,13.0,0,0,7.2292
781,782,1,1,female,17.0,1,0,57.0
782,783,0,1,male,29.0,0,0,30.0
783,784,0,3,male,,1,2,23.45
784,785,0,3,male,25.0,0,0,7.05
785,786,0,3,male,25.0,0,0,7.25
786,787,1,3,female,18.0,0,0,7.4958
787,788,0,3,male,8.0,4,1,29.125
788,789,1,3,male,1.0,1,2,20.575
789,790,0,1,male,46.0,0,0,79.2
790,791,0,3,male,,0,0,7.75
791,792,0,2,male,16.0,0,0,26.0
792,793,0,3,female,,8,2,69.55
793,794,0,1,male,,0,0,30.6958
794,795,0,3,male,25.0,0,0,7.8958
795,796,0,2,male,39.0,0,0,13.0
796,797,1,1,female,49.0,0,0,25.9292
797,798,1,3,female,31.0,0,0,8.6833
798,799,0,3,male,30.0,0,0,7.2292
799,800,0,3,female,30.0,1,1,24.15
800,801,0,2,male,34.0,0,0,13.0
801,802,1,2,female,31.0,1,1,26.25
802,803,1,1,male,11.0,1,2,120.0
803,804,1,3,male,0.42,0,1,8.5167
804,805,1,3,male,27.0,0,0,6.975
805,806,0,3,male,31.0,0,0,7.775
806,807,0,1,male,39.0,0,0,0.0
807,808,0,3,female,18.0,0,0,7.775
808,809,0,2,male,39.0,0,0,13.0
809,810,1,1,female,33.0,1,0,53.1
810,811,0,3,male,26.0,0,0,7.8875
811,812,0,3,male,39.0,0,0,24.15
812,813,0,2,male,35.0,0,0,10.5
813,814,0,3,female,6.0,4,2,31.275
814,815,0,3,male,30.5,0,0,8.05
815,816,0,1,male,,0,0,0.0
816,817,0,3,female,23.0,0,0,7.925
817,818,0,2,male,31.0,1,1,37.0042
818,819,0,3,male,43.0,0,0,6.45
819,820,0,3,male,10.0,3,2,27.9
820,821,1,1,female,52.0,1,1,93.5
821,822,1,3,male,27.0,0,0,8.6625
822,823,0,1,male,38.0,0,0,0.0
823,824,1,3,female,27.0,0,1,12.475
824,825,0,3,male,2.0,4,1,39.6875
825,826,0,3,male,,0,0,6.95
826,827,0,3,male,,0,0,56.4958
827,828,1,2,male,1.0,0,2,37.0042
828,829,1,3,male,,0,0,7.75
829,830,1,1,female,62.0,0,0,80.0
830,831,1,3,female,15.0,1,0,14.4542
831,832,1,2,male,0.83,1,1,18.75
832,833,0,3,male,,0,0,7.2292
833,834,0,3,male,23.0,0,0,7.8542
834,835,0,3,male,18.0,0,0,8.3
835,836,1,1,female,39.0,1,1,83.1583
836,837,0,3,male,21.0,0,0,8.6625
837,838,0,3,male,,0,0,8.05
838,839,1,3,male,32.0,0,0,56.4958
839,840,1,1,male,,0,0,29.7
840,841,0,3,male,20.0,0,0,7.925
841,842,0,2,male,16.0,0,0,10.5
842,843,1,1,female,30.0,0,0,31.0
843,844,0,3,male,34.5,0,0,6.4375
844,845,0,3,male,17.0,0,0,8.6625
845,846,0,3,male,42.0,0,0,7.55
846,847,0,3,male,,8,2,69.55
847,848,0,3,male,35.0,0,0,7.8958
848,849,0,2,male,28.0,0,1,33.0
849,850,1,1,female,,1,0,89.1042
850,851,0,3,male,4.0,4,2,31.275
851,852,0,3,male,74.0,0,0,7.775
852,853,0,3,female,9.0,1,1,15.2458
853,854,1,1,female,16.0,0,1,39.4
854,855,0,2,female,44.0,1,0,26.0
855,856,1,3,female,18.0,0,1,9.35
856,857,1,1,female,45.0,1,1,164.8667
857,858,1,1,male,51.0,0,0,26.55
858,859,1,3,female,24.0,0,3,19.2583
859,860,0,3,male,,0,0,7.2292
860,861,0,3,male,41.0,2,0,14.1083
861,862,0,2,male,21.0,1,0,11.5
862,863,1,1,female,48.0,0,0,25.9292
863,864,0,3,female,,8,2,69.55
864,865,0,2,male,24.0,0,0,13.0
865,866,1,2,female,42.0,0,0,13.0
866,867,1,2,female,27.0,1,0,13.8583
867,868,0,1,male,31.0,0,0,50.4958
868,869,0,3,male,,0,0,9.5
869,870,1,3,male,4.0,1,1,11.1333
870,871,0,3,male,26.0,0,0,7.8958
871,872,1,1,female,47.0,1,1,52.5542
872,873,0,1,male,33.0,0,0,5.0
873,874,0,3,male,47.0,0,0,9.0
874,875,1,2,female,28.0,1,0,24.0
875,876,1,3,female,15.0,0,0,7.225
876,877,0,3,male,20.0,0,0,9.8458
877,878,0,3,male,19.0,0,0,7.8958
878,879,0,3,male,,0,0,7.8958
879,880,1,1,female,56.0,0,1,83.1583
880,881,1,2,female,25.0,0,1,26.0
881,882,0,3,male,33.0,0,0,7.8958
882,883,0,3,female,22.0,0,0,10.5167
883,884,0,2,male,28.0,0,0,10.5
884,885,0,3,male,25.0,0,0,7.05
885,886,0,3,female,39.0,0,5,29.125
886,887,0,2,male,27.0,0,0,13.0
887,888,1,1,female,19.0,0,0,30.0
888,889,0,3,female,,1,2,23.45
889,890,1,1,male,26.0,0,0,30.0
890,891,0,3,male,32.0,0,0,7.75
